GeneIdentifier	Start	Strand
AT5G00435	7251995	+
AT5G00440	7271191	-
AT5G00445	7614371	+
AT5G00450	7739395	-
AT5G00455	7800470	-
AT5G00460	8188196	-
AT5G00465	8409383	-
AT5G00470	8957542	+
AT5G00475	9202698	+
AT5G00480	9560331	+
AT5G00485	9846715	+
AT5G00490	9940504	-
AT5G00495	10277953	-
AT5G00500	10291359	-
AT5G00505	10614516	-
AT5G00510	10615244	+
AT5G00515	12306092	+
AT5G00520	13684056	-
AT5G00525	13691223	+
AT5G00530	13835643	+
AT5G00535	14822213	+
AT5G00540	15026414	+
AT5G00545	15507856	-
AT5G00550	15515124	+
AT5G00555	15529050	+
AT5G00560	15631830	+
AT5G00565	15709951	+
AT5G00570	15814262	-
AT5G00575	16434721	+
AT5G00580	17045300	+
AT5G00585	17958305	+
AT5G00590	18702030	-
AT5G00595	19250147	+
AT5G00600	19350960	+
AT5G00605	20073380	-
AT5G00610	20096250	-
AT5G00615	20192507	-
AT5G00620	20386452	+
AT5G00625	20546962	+
AT5G00630	20566491	-
AT5G00635	20599831	-
AT5G00640	20771866	-
AT5G00645	20885374	-
AT5G00650	21144864	-
AT5G00655	21513786	+
AT5G00660	22455098	+
AT5G00665	22529600	-
AT5G00670	23856894	+
AT5G00675	24023764	-
AT5G00680	24024836	-
AT5G00685	24172075	-
AT5G00690	24463851	-
AT5G00695	25015158	-
AT5G00700	25536475	-
AT5G00705	25694708	-
AT5G00710	25923637	+
AT5G00715	26147737	-
AT5G00720	26289003	+
AT5G00725	26499482	-
AT5G00730	2	+
AT5G00735	40704	+
AT5G00740	41104	-
AT5G00745	97436	-
AT5G00750	142489	-
AT5G00755	142633	-
AT5G00760	146377	-
AT5G00765	146741	-
AT5G00770	194823	-
AT5G00775	194723	+
AT5G00780	222511	+
AT5G00785	266640	+
AT5G00790	288574	-
AT5G00795	318406	-
AT5G00800	318153	+
AT5G00805	328205	+
AT5G00810	345262	+
AT5G00815	424177	-
AT5G00820	424426	+
AT5G00825	440987	+
AT5G00830	498656	+
AT5G00835	500107	-
AT5G00840	512220	+
AT5G00845	524590	+
AT5G00850	535256	-
AT5G00855	545953	-
AT5G00860	563175	-
AT5G00865	564507	+
AT5G00870	583724	-
AT5G00875	625391	-
AT5G00880	648062	+
AT5G00885	660443	-
AT5G00895	707791	-
AT5G00900	709137	+
AT5G00905	758719	-
AT5G00910	801869	-
AT5G00920	846760	-
AT5G00925	850260	+
AT5G00930	910546	+
AT5G00935	968641	+
AT5G00940	1030430	+
AT5G00950	1229271	-
AT5G00955	1230504	-
AT5G00960	1230181	+
AT5G00965	1245200	-
AT5G00970	1294133	+
AT5G00975	1341343	+
AT5G00980	1342500	+
AT5G00985	1343271	+
AT5G00990	1373673	+
AT5G00995	1378219	-
AT5G01005	1542892	-
AT5G01010	5156	-
AT5G01015	5907	-
AT5G01017	5339	+
AT5G01020	8467	-
AT5G01030	9780	+
AT5G01040	16236	-
AT5G01045	1562902	-
AT5G01050	20887	-
AT5G01055	1619371	-
AT5G01060	22684	+
AT5G01065	1687905	+
AT5G01070	25908	-
AT5G01075	27504	-
AT5G01080	29086	-
AT5G01090	32780	+
AT5G01095	1727854	-
AT5G01100	37999	-
AT5G01105	1731956	-
AT5G01110	44512	-
AT5G01115	1745345	+
AT5G01120	44810	+
AT5G01125	1802414	+
AT5G01130	47570	+
AT5G01135	1808562	+
AT5G01140	49891	+
AT5G01145	1808757	+
AT5G01150	51975	+
AT5G01155	1867517	+
AT5G01160	53856	+
AT5G01165	1867678	-
AT5G01170	58011	+
AT5G01175	60208	+
AT5G01180	63936	-
AT5G01185	69924	-
AT5G01190	72292	+
AT5G01195	1867831	-
AT5G01200	76872	+
AT5G01205	1876406	+
AT5G01210	84474	+
AT5G01215	86258	-
AT5G01220	90117	-
AT5G01225	91786	+
AT5G01230	95701	-
AT5G01235	1890406	-
AT5G01240	97536	+
AT5G01245	1891347	-
AT5G01250	103770	-
AT5G01255	1931292	+
AT5G01260	105268	+
AT5G01265	1959836	+
AT5G01270	112324	-
AT5G01275	2177640	-
AT5G01280	116411	-
AT5G01285	2198413	+
AT5G01290	117297	+
AT5G01295	2206648	-
AT5G01300	122525	-
AT5G01305	125304	+
AT5G01310	126204	+
AT5G01315	2208375	+
AT5G01320	131687	-
AT5G01325	2218564	+
AT5G01330	134920	-
AT5G01335	135831	+
AT5G01340	144863	-
AT5G01345	2226116	+
AT5G01350	147356	-
AT5G01360	149495	-
AT5G01365	150427	-
AT5G01370	152446	+
AT5G01375	2272237	-
AT5G01380	157601	-
AT5G01385	2292572	-
AT5G01390	162354	-
AT5G01395	2352403	-
AT5G01400	171302	-
AT5G01405	2365690	+
AT5G01410	173663	-
AT5G01415	2372000	+
AT5G01420	176269	-
AT5G01425	2440614	+
AT5G01430	178654	-
AT5G01435	2521290	-
AT5G01440	179822	+
AT5G01445	182581	-
AT5G01450	186461	-
AT5G01455	2555422	+
AT5G01460	186654	+
AT5G01465	2555911	-
AT5G01470	190863	+
AT5G01475	2614942	-
AT5G01480	192749	+
AT5G01485	2619586	+
AT5G01490	195452	+
AT5G01495	2632416	-
AT5G01500	198906	+
AT5G01505	2632665	-
AT5G01510	201603	+
AT5G01515	2632923	-
AT5G01520	206432	+
AT5G01530	208866	+
AT5G01535	2649853	+
AT5G01540	213472	-
AT5G01542	211017	+
AT5G01545	2664956	+
AT5G01550	216773	-
AT5G01555	2765916	+
AT5G01560	221198	-
AT5G01565	2839261	-
AT5G01570	220974	+
AT5G01575	2839058	+
AT5G01580	223852	-
AT5G01585	2841112	+
AT5G01590	224134	+
AT5G01595	226972	+
AT5G01600	230051	-
AT5G01605	2862210	-
AT5G01610	230829	+
AT5G01615	2871630	-
AT5G01620	232565	+
AT5G01630	241106	-
AT5G01635	3095633	-
AT5G01640	242322	-
AT5G01645	3126018	+
AT5G01650	244111	-
AT5G01655	3164476	+
AT5G01660	249207	-
AT5G01665	3169299	+
AT5G01670	251686	+
AT5G01675	3173371	+
AT5G01680	256640	-
AT5G01685	3225724	-
AT5G01690	257306	+
AT5G01695	3227174	+
AT5G01700	263451	-
AT5G01705	3247657	-
AT5G01710	265633	-
AT5G01720	270646	-
AT5G01725	3247096	+
AT5G01730	277886	-
AT5G01732	272839	+
AT5G01740	280674	+
AT5G01750	289717	+
AT5G01760	291687	+
AT5G01765	3332631	+
AT5G01770	302015	-
AT5G01775	3343190	+
AT5G01780	304279	-
AT5G01785	3343371	+
AT5G01790	305912	-
AT5G01795	3350631	-
AT5G01800	306939	+
AT5G01805	3369263	+
AT5G01810	309374	+
AT5G01815	3378106	-
AT5G01820	315405	-
AT5G01825	3384543	-
AT5G01830	320349	+
AT5G01835	3424931	+
AT5G01840	324428	+
AT5G01845	3522167	-
AT5G01850	332330	+
AT5G01855	3564925	-
AT5G01860	335630	+
AT5G01865	3574970	-
AT5G01870	337128	+
AT5G01875	3641908	-
AT5G01880	338896	+
AT5G01881	339838	+
AT5G01885	3786071	+
AT5G01890	345457	-
AT5G01895	343277	+
AT5G01900	352095	-
AT5G01910	358962	-
AT5G01920	359107	+
AT5G01925	3889583	-
AT5G01930	362901	-
AT5G01935	4010413	-
AT5G01940	364891	-
AT5G01945	4011615	+
AT5G01950	370295	-
AT5G01955	4171915	+
AT5G01960	370239	+
AT5G01965	4190488	-
AT5G01970	375154	-
AT5G01975	4200093	+
AT5G01980	375208	+
AT5G01985	4201856	-
AT5G01990	379911	-
AT5G01995	4202509	-
AT5G02000	380629	-
AT5G02010	383153	+
AT5G02015	4202662	+
AT5G02020	388231	-
AT5G02025	389963	-
AT5G02030	395567	+
AT5G02040	400899	+
AT5G02045	4218856	-
AT5G02050	404346	-
AT5G02055	4222321	-
AT5G02060	404465	+
AT5G02065	405869	+
AT5G02070	408220	-
AT5G02075	4241471	-
AT5G02080	409699	+
AT5G02085	4265909	-
AT5G02090	412919	-
AT5G02095	4341690	-
AT5G02100	413281	+
AT5G02105	4470453	+
AT5G02110	416917	+
AT5G02115	4471690	-
AT5G02120	419091	+
AT5G02125	4495324	+
AT5G02130	422068	-
AT5G02135	4520428	-
AT5G02140	423202	+
AT5G02145	4540695	-
AT5G02150	426378	-
AT5G02155	4556997	-
AT5G02160	426226	+
AT5G02170	427642	+
AT5G02175	4589862	+
AT5G02180	430858	+
AT5G02185	4590781	+
AT5G02190	435168	+
AT5G02195	4595920	-
AT5G02200	437365	+
AT5G02205	4612095	-
AT5G02210	439874	-
AT5G02215	4623058	+
AT5G02220	442187	-
AT5G02225	4656156	+
AT5G02230	448092	+
AT5G02235	4689930	+
AT5G02240	451406	+
AT5G02245	4690105	-
AT5G02250	454777	+
AT5G02255	4690412	-
AT5G02260	463073	+
AT5G02265	4723017	+
AT5G02270	469272	-
AT5G02275	4723983	-
AT5G02280	469298	+
AT5G02290	472907	-
AT5G02295	4866316	+
AT5G02305	4866462	+
AT5G02310	473868	+
AT5G02315	4866592	+
AT5G02320	486473	-
AT5G02325	4866720	+
AT5G02330	489242	-
AT5G02335	4917590	-
AT5G02340	494150	-
AT5G02345	4944177	+
AT5G02350	497372	-
AT5G02355	4972090	-
AT5G02360	502329	-
AT5G02365	4971955	+
AT5G02370	503408	+
AT5G02375	4973058	-
AT5G02380	507244	-
AT5G02385	508502	-
AT5G02390	512270	-
AT5G02395	4973106	+
AT5G02400	513296	+
AT5G02405	4990612	+
AT5G02410	519850	-
AT5G02415	5013135	-
AT5G02420	523257	+
AT5G02425	5045301	+
AT5G02430	526433	+
AT5G02435	530822	+
AT5G02440	531028	+
AT5G02445	5149358	-
AT5G02450	533058	+
AT5G02455	5153720	+
AT5G02460	541316	-
AT5G02465	5169907	-
AT5G02470	544938	-
AT5G02480	547436	+
AT5G02485	5216471	-
AT5G02490	552827	-
AT5G02495	5236634	+
AT5G02500	556623	-
AT5G02502	559235	-
AT5G02505	559401	-
AT5G02510	559413	+
AT5G02515	5240333	-
AT5G02520	561179	+
AT5G02525	5343699	+
AT5G02530	565925	-
AT5G02535	5374999	-
AT5G02540	568425	+
AT5G02550	573634	-
AT5G02555	5411197	+
AT5G02560	575225	+
AT5G02565	5448918	+
AT5G02570	577176	-
AT5G02575	5449240	+
AT5G02580	579744	+
AT5G02585	5460138	+
AT5G02590	583086	+
AT5G02595	5534569	+
AT5G02600	586953	-
AT5G02605	5536776	-
AT5G02610	587392	+
AT5G02615	588966	-
AT5G02620	589199	+
AT5G02630	591731	+
AT5G02635	5573596	+
AT5G02640	595056	-
AT5G02645	5675015	-
AT5G02650	597504	+
AT5G02655	5674279	-
AT5G02660	600499	+
AT5G02665	5674499	-
AT5G02670	604682	-
AT5G02675	5674672	-
AT5G02680	604918	+
AT5G02685	5679259	-
AT5G02690	607190	+
AT5G02695	5721544	-
AT5G02700	611747	-
AT5G02705	5735599	-
AT5G02710	612463	+
AT5G02715	5742246	-
AT5G02720	615091	-
AT5G02725	614644	+
AT5G02730	615550	+
AT5G02735	5755025	+
AT5G02740	616424	+
AT5G02745	5795196	-
AT5G02750	619865	+
AT5G02755	5810887	-
AT5G02760	625254	+
AT5G02765	5834578	+
AT5G02770	629280	-
AT5G02775	5874923	-
AT5G02780	630748	+
AT5G02785	5874623	+
AT5G02790	632796	+
AT5G02795	5892817	-
AT5G02800	637568	-
AT5G02805	5915769	-
AT5G02810	642030	-
AT5G02815	642481	-
AT5G02820	642554	+
AT5G02825	5952916	-
AT5G02830	648538	-
AT5G02835	5963607	+
AT5G02840	648648	+
AT5G02850	652048	+
AT5G02855	5964475	+
AT5G02860	653986	+
AT5G02865	5967987	-
AT5G02870	657675	+
AT5G02875	5987893	-
AT5G02880	661936	+
AT5G02885	6057369	+
AT5G02890	671687	-
AT5G02895	6129050	-
AT5G02900	674060	+
AT5G02905	6177988	-
AT5G02910	677031	+
AT5G02915	6177776	+
AT5G02920	680492	+
AT5G02925	6322254	-
AT5G02930	682411	+
AT5G02935	6324905	-
AT5G02940	689955	-
AT5G02945	6391271	+
AT5G02950	690685	+
AT5G02955	6392693	-
AT5G02960	694515	-
AT5G02965	6396321	-
AT5G02970	694783	+
AT5G02975	6397985	-
AT5G02980	697993	+
AT5G02985	6400099	-
AT5G02990	700169	+
AT5G02995	701688	+
AT5G03000	703268	+
AT5G03005	6399698	+
AT5G03010	704584	+
AT5G03015	6410737	+
AT5G03020	707257	+
AT5G03025	6444753	-
AT5G03030	709734	-
AT5G03035	6451867	-
AT5G03040	713133	-
AT5G03045	6452799	-
AT5G03050	716390	-
AT5G03055	6483442	-
AT5G03060	718014	-
AT5G03065	6485340	-
AT5G03070	721559	-
AT5G03075	6517084	+
AT5G03080	721778	+
AT5G03085	6664186	+
AT5G03090	725281	+
AT5G03095	6669419	-
AT5G03100	726779	+
AT5G03105	6669215	+
AT5G03110	730127	+
AT5G03115	6828170	-
AT5G03120	733887	+
AT5G03125	6920199	+
AT5G03130	735867	+
AT5G03135	6921613	-
AT5G03140	740319	-
AT5G03150	745421	+
AT5G03155	6937702	+
AT5G03160	750101	+
AT5G03165	6939201	-
AT5G03170	753657	-
AT5G03175	6940253	+
AT5G03180	756646	-
AT5G03185	6985687	+
AT5G03190	758374	+
AT5G03195	7015030	-
AT5G03200	761840	-
AT5G03204	762507	-
AT5G03205	7023923	-
AT5G03210	763322	-
AT5G03215	7046151	-
AT5G03220	768917	-
AT5G03230	769438	+
AT5G03235	7092125	-
AT5G03240	773513	-
AT5G03245	7094154	+
AT5G03250	774374	+
AT5G03255	7104031	+
AT5G03260	779424	-
AT5G03270	781725	+
AT5G03275	7134754	+
AT5G03280	787428	+
AT5G03285	793514	+
AT5G03290	793974	+
AT5G03295	7163953	-
AT5G03300	796361	+
AT5G03310	799706	-
AT5G03315	7241654	+
AT5G03320	801947	+
AT5G03325	7271458	-
AT5G03330	806964	+
AT5G03335	7271223	+
AT5G03340	813293	-
AT5G03345	814004	+
AT5G03350	816670	-
AT5G03355	817835	+
AT5G03360	822077	+
AT5G03370	827502	-
AT5G03375	7309219	-
AT5G03380	834549	-
AT5G03385	7322183	-
AT5G03390	834859	+
AT5G03395	7421048	+
AT5G03400	839202	-
AT5G03405	7462864	-
AT5G03406	839754	+
AT5G03415	842289	+
AT5G03420	845601	+
AT5G03430	853146	-
AT5G03435	855955	-
AT5G03440	858444	-
AT5G03445	858536	+
AT5G03450	862345	-
AT5G03452	862469	-
AT5G03455	862556	+
AT5G03460	864261	+
AT5G03465	7513129	-
AT5G03470	866339	+
AT5G03480	870855	-
AT5G03485	7611995	+
AT5G03490	871204	+
AT5G03495	875251	-
AT5G03500	878549	-
AT5G03510	880148	+
AT5G03515	7612881	+
AT5G03520	883311	+
AT5G03525	7614403	-
AT5G03530	887700	-
AT5G03535	7637437	-
AT5G03540	889385	+
AT5G03545	894582	+
AT5G03550	896433	-
AT5G03553	896846	+
AT5G03555	900298	-
AT5G03560	902770	-
AT5G03565	7685581	+
AT5G03570	903470	+
AT5G03575	7755380	+
AT5G03580	907440	-
AT5G03585	7825800	+
AT5G03590	908251	+
AT5G03595	7884876	+
AT5G03600	912476	+
AT5G03605	7887690	+
AT5G03610	915385	+
AT5G03615	7891346	+
AT5G03620	918689	+
AT5G03625	7976940	-
AT5G03630	924728	-
AT5G03635	7985806	+
AT5G03640	927136	+
AT5G03645	8007633	-
AT5G03650	931762	+
AT5G03660	937817	+
AT5G03668	948967	-
AT5G03670	947146	+
AT5G03680	957611	+
AT5G03685	8141667	+
AT5G03690	965327	-
AT5G03695	8222874	-
AT5G03700	967432	-
AT5G03705	970879	-
AT5G03710	970923	+
AT5G03715	8244584	+
AT5G03720	974326	-
AT5G03725	8250862	-
AT5G03730	979849	-
AT5G03735	8262585	+
AT5G03740	981859	+
AT5G03745	984367	+
AT5G03750	984796	+
AT5G03755	8359836	+
AT5G03760	990630	-
AT5G03765	8409579	+
AT5G03770	995095	+
AT5G03775	998942	+
AT5G03780	1001056	-
AT5G03785	8424823	+
AT5G03790	1004782	+
AT5G03795	1010613	-
AT5G03800	1013678	-
AT5G03805	8432396	-
AT5G03810	1015345	-
AT5G03815	8440055	+
AT5G03820	1017514	-
AT5G03825	8520898	+
AT5G03830	1018334	+
AT5G03835	8531228	-
AT5G03840	1025872	-
AT5G03845	8580763	+
AT5G03850	1029131	-
AT5G03855	8630067	-
AT5G03860	1034973	-
AT5G03870	1037370	-
AT5G03875	8645262	-
AT5G03880	1041480	-
AT5G03885	1041881	+
AT5G03890	1046981	+
AT5G03900	1048162	+
AT5G03905	1052580	+
AT5G03910	1057172	-
AT5G03915	8661215	-
AT5G03920	1058146	+
AT5G03925	8666822	+
AT5G03930	1059504	+
AT5G03935	8727075	-
AT5G03940	1063425	-
AT5G03944	1064808	-
AT5G03945	8748171	+
AT5G03950	1066206	+
AT5G03955	8777236	-
AT5G03960	1070164	-
AT5G03965	8795299	+
AT5G03970	1073489	-
AT5G03975	8857668	-
AT5G03980	1075289	-
AT5G03985	8864418	-
AT5G03990	1075671	+
AT5G03995	1078304	-
AT5G04000	1079899	-
AT5G04005	8882079	-
AT5G04010	1081096	-
AT5G04015	8884608	+
AT5G04020	1086772	-
AT5G04025	8920827	+
AT5G04030	1088692	-
AT5G04035	8927097	+
AT5G04040	1089342	+
AT5G04045	1093679	+
AT5G04047	1095702	-
AT5G04050	1096016	+
AT5G04055	8959354	+
AT5G04060	1099029	+
AT5G04065	8963803	-
AT5G04070	1102071	+
AT5G04075	8963297	+
AT5G04080	1104524	+
AT5G04085	8972618	-
AT5G04090	1108282	-
AT5G04105	8972971	-
AT5G04110	1115007	-
AT5G04115	9002033	-
AT5G04120	1119937	+
AT5G04125	9006056	+
AT5G04130	1128144	-
AT5G04135	9016270	+
AT5G04140	1129785	+
AT5G04150	1139633	-
AT5G04160	1145008	-
AT5G04165	9042950	+
AT5G04170	1145431	+
AT5G04175	9053767	-
AT5G04180	1149284	-
AT5G04185	9054335	+
AT5G04190	1150886	+
AT5G04195	9121313	-
AT5G04200	1153740	+
AT5G04205	9165938	+
AT5G04210	1155724	-
AT5G04215	9166339	-
AT5G04220	1158944	-
AT5G04225	9207928	-
AT5G04230	1160569	+
AT5G04235	1168411	-
AT5G04238	1169411	-
AT5G04240	1169153	+
AT5G04245	9347111	-
AT5G04250	1176005	+
AT5G04260	1180060	-
AT5G04267	1182294	-
AT5G04270	1184863	-
AT5G04280	1192259	+
AT5G04285	9461778	+
AT5G04290	1195969	+
AT5G04305	9494230	-
AT5G04310	1207946	-
AT5G04315	9494594	-
AT5G04320	1209197	+
AT5G04325	9495015	-
AT5G04330	1214439	-
AT5G04335	9508349	-
AT5G04340	1217362	-
AT5G04345	9515412	+
AT5G04347	1219777	+
AT5G04350	1220829	+
AT5G04355	9518347	+
AT5G04360	1221448	+
AT5G04365	9532688	-
AT5G04370	1231609	+
AT5G04375	9618335	-
AT5G04380	1234712	+
AT5G04385	9627837	+
AT5G04390	1238820	+
AT5G04395	1241555	+
AT5G04400	1242500	+
AT5G04405	9654932	+
AT5G04410	1243684	+
AT5G04420	1249943	-
AT5G04425	9816530	+
AT5G04430	1253953	-
AT5G04435	9819175	-
AT5G04440	1254757	+
AT5G04445	9832863	-
AT5G04455	9832577	+
AT5G04460	1259435	+
AT5G04465	9832935	+
AT5G04470	1267416	-
AT5G04475	1267020	+
AT5G04480	1278102	-
AT5G04485	9832938	+
AT5G04490	1279577	+
AT5G04495	9833652	-
AT5G04500	1283378	+
AT5G04505	9845370	+
AT5G04510	1286843	+
AT5G04515	9858349	-
AT5G04520	1291104	-
AT5G04525	9857860	+
AT5G04530	1293723	-
AT5G04540	1302477	-
AT5G04545	9874881	-
AT5G04550	1306145	-
AT5G04560	1309099	+
AT5G04575	9938725	+
AT5G04585	9956152	+
AT5G04590	1319074	+
AT5G04595	9966767	-
AT5G04600	1323574	+
AT5G04605	9966998	+
AT5G04610	1326928	-
AT5G04615	9978006	+
AT5G04620	1327093	+
AT5G04625	10056423	+
AT5G04630	1330437	+
AT5G04635	10068525	-
AT5G04640	1332759	+
AT5G04650	1334403	+
AT5G04660	1335898	+
AT5G04665	10100073	+
AT5G04670	1341534	-
AT5G04675	10126997	+
AT5G04680	1348895	-
AT5G04685	10127504	-
AT5G04690	1352589	-
AT5G04695	10150614	+
AT5G04700	1356804	-
AT5G04705	10285752	-
AT5G04710	1360275	-
AT5G04715	10285315	+
AT5G04720	1360589	+
AT5G04725	10299598	-
AT5G04730	1367451	-
AT5G04740	1371550	-
AT5G04745	10395299	+
AT5G04750	1372134	+
AT5G04755	10427595	+
AT5G04760	1374787	-
AT5G04765	10447207	-
AT5G04770	1378621	+
AT5G04775	10447002	+
AT5G04780	1384471	+
AT5G04785	10614623	-
AT5G04790	1388319	-
AT5G04795	10635355	+
AT5G04800	1387909	+
AT5G04810	1389979	+
AT5G04815	10794902	+
AT5G04820	1399395	+
AT5G04825	10805069	+
AT5G04830	1404136	-
AT5G04835	10805791	-
AT5G04840	1405181	+
AT5G04845	10805851	-
AT5G04850	1409935	-
AT5G04853	1410703	-
AT5G04855	10831228	+
AT5G04860	1414722	-
AT5G04865	10860774	+
AT5G04870	1420554	-
AT5G04875	10906113	-
AT5G04885	1422634	+
AT5G04890	1427117	+
AT5G04895	1428597	+
AT5G04900	1434774	+
AT5G04905	10941810	-
AT5G04910	1437563	+
AT5G04920	1442017	-
AT5G04925	10957883	-
AT5G04930	1444638	+
AT5G04933	1451083	+
AT5G04937	1452440	+
AT5G04940	1457141	-
AT5G04945	11484914	-
AT5G04950	1459039	-
AT5G04960	1461786	+
AT5G04970	1467161	-
AT5G04980	1471071	-
AT5G04990	1474029	-
AT5G05000	1476434	-
AT5G05010	1476533	+
AT5G05015	12268393	+
AT5G05020	1481636	-
AT5G05030	1486065	-
AT5G05040	1487968	-
AT5G05045	12439708	+
AT5G05050	1491639	+
AT5G05055	12440528	-
AT5G05060	1495136	-
AT5G05065	12545508	-
AT5G05070	1496709	+
AT5G05075	12679241	-
AT5G05080	1500756	-
AT5G05085	1504510	-
AT5G05090	1503232	+
AT5G05095	12678986	+
AT5G05100	1507224	-
AT5G05105	12731666	+
AT5G05110	1508927	-
AT5G05113	1509990	-
AT5G05115	12913793	+
AT5G05120	1511232	+
AT5G05125	13099924	-
AT5G05130	1512082	+
AT5G05135	13099779	+
AT5G05140	1519705	+
AT5G05145	13098738	+
AT5G05150	1526199	-
AT5G05155	13243248	-
AT5G05160	1527768	+
AT5G05170	1535558	-
AT5G05175	13389342	-
AT5G05180	1536057	+
AT5G05190	1541218	+
AT5G05195	13684009	+
AT5G05200	1547207	-
AT5G05205	13693373	+
AT5G05210	1547412	+
AT5G05215	13693683	-
AT5G05220	1550251	+
AT5G05230	1551298	+
AT5G05235	13741146	+
AT5G05240	1556605	-
AT5G05250	1558486	-
AT5G05255	13870370	+
AT5G05260	1561794	-
AT5G05265	13880201	-
AT5G05270	1563286	+
AT5G05275	13908325	+
AT5G05280	1566391	-
AT5G05285	1565963	+
AT5G05290	1568694	+
AT5G05295	13908554	-
AT5G05300	1570609	-
AT5G05305	13987661	+
AT5G05310	1571144	+
AT5G05320	1576731	-
AT5G05325	14226567	+
AT5G05330	1578768	-
AT5G05335	14289567	+
AT5G05340	1580875	-
AT5G05345	14589635	-
AT5G05350	1585249	+
AT5G05355	14638451	+
AT5G05360	1588277	+
AT5G05365	1590036	+
AT5G05370	1591939	-
AT5G05375	14710697	-
AT5G05380	1592013	+
AT5G05385	14710848	-
AT5G05390	1594685	+
AT5G05395	14736493	-
AT5G05400	1601255	-
AT5G05410	1602205	+
AT5G05415	14740874	-
AT5G05420	1604823	-
AT5G05425	14741620	-
AT5G05430	1606712	-
AT5G05435	1606377	+
AT5G05440	1608988	+
AT5G05445	14742460	-
AT5G05450	1611737	+
AT5G05455	14756421	+
AT5G05460	1615507	+
AT5G05465	14759176	+
AT5G05470	1620458	+
AT5G05475	14764871	+
AT5G05480	1624270	-
AT5G05485	14864881	-
AT5G05490	1624206	+
AT5G05495	14877179	-
AT5G05500	1629610	+
AT5G05510	1632739	-
AT5G05515	15007724	-
AT5G05520	1632799	+
AT5G05525	15026400	+
AT5G05530	1635478	+
AT5G05535	15026731	-
AT5G05540	1636282	+
AT5G05545	15027949	-
AT5G05550	1640960	-
AT5G05555	15071832	-
AT5G05560	1640098	+
AT5G05565	15098892	-
AT5G05570	1656481	+
AT5G05580	1664040	+
AT5G05585	15113068	-
AT5G05590	1668569	-
AT5G05598	1671812	+
AT5G05600	1672070	+
AT5G05605	15139282	-
AT5G05610	1679107	-
AT5G05620	1679230	+
AT5G05625	15204978	-
AT5G05630	1682301	+
AT5G05635	1684808	-
AT5G05640	1684566	+
AT5G05645	15273899	-
AT5G05650	1686909	-
AT5G05653	1689568	-
AT5G05657	1688990	+
AT5G05660	1695557	-
AT5G05665	15282928	+
AT5G05670	1698191	-
AT5G05675	1695898	+
AT5G05680	1698270	+
AT5G05685	15287882	+
AT5G05690	1706787	-
AT5G05695	15312333	+
AT5G05700	1715731	-
AT5G05705	15316975	+
AT5G05710	1715780	+
AT5G05720	1716871	+
AT5G05725	15380240	-
AT5G05730	1722933	-
AT5G05735	1719966	+
AT5G05740	1727068	-
AT5G05745	15379642	+
AT5G05750	1727429	+
AT5G05755	15408550	-
AT5G05760	1731090	-
AT5G05765	15413714	+
AT5G05770	1734427	+
AT5G05775	15414317	+
AT5G05780	1735725	+
AT5G05785	15515303	+
AT5G05790	1742161	-
AT5G05795	1742692	+
AT5G05800	1745245	-
AT5G05805	15518146	+
AT5G05810	1746548	+
AT5G05815	15520994	-
AT5G05820	1754361	-
AT5G05825	15527147	-
AT5G05830	1755669	+
AT5G05835	15526742	+
AT5G05840	1760666	-
AT5G05845	15533753	-
AT5G05850	1764774	-
AT5G05855	15534898	-
AT5G05860	1765390	+
AT5G05865	15574935	+
AT5G05870	1767630	+
AT5G05875	15603871	+
AT5G05880	1769527	+
AT5G05885	15710444	+
